,Company,Correlation
714,"['EL', 'AVGO']",0.15
715,"['EL', 'AWK']",0.1
716,"['EL', 'BA']",0.15
717,"['EL', 'BABA']",-0.15
718,"['EL', 'BAC']",0.1
719,"['EL', 'BBL']",0.1
720,"['EL', 'BHP']",0.15
721,"['EL', 'BP']",0.1
722,"['EL', 'BRK-A']",0.1
723,"['EL', 'C-PJ']",-0.15
724,"['EL', 'CAT']",0.15
725,"['EL', 'CCI']",0.15
726,"['EL', 'CHTR']",0.1
727,"['EL', 'CMCSA']",0.15
728,"['EL', 'COP']",0.1
729,"['EL', 'COST']",0.15
730,"['EL', 'CSCO']",0.1
731,"['EL', 'CTA-PB']",-0.15
732,"['EL', 'CVX']",-0.15
733,"['EL', 'D']",0.15
734,"['EL', 'DE']",0.15
735,"['EL', 'DEO']",0.15
736,"['EL', 'DHR']",0.15
737,"['EL', 'DIS']",0.15
738,"['EL', 'DLR']",0.15
739,"['EL', 'DUK']",0.1
740,"['EL', 'ECL']",0.15
741,"['ENB', 'AAPL']",0.1
742,"['ENB', 'ABBV']",0.1
743,"['ENB', 'ABT']",0.1
744,"['ENB', 'ACN']",0.15
745,"['ENB', 'ADBE']",0.1
746,"['ENB', 'ADP']",0.1
747,"['ENB', 'AEP']",0.1
748,"['ENB', 'AMT']",0.1
749,"['ENB', 'AMZN']",0.1
750,"['ENB', 'APD']",0.1
751,"['ENB', 'ASML']",0.1
752,"['ENB', 'AVGO']",0.1
753,"['ENB', 'AWK']",0.15
754,"['ENB', 'BA']",-0.15
755,"['ENB', 'BABA']",-0.3
756,"['ENB', 'BAC']",0.1
757,"['ENB', 'BBL']",0.1
758,"['ENB', 'BHP']",0.15
759,"['ENB', 'BP']",0.45
760,"['ENB', 'BRK-A']",0.1
761,"['ENB', 'C-PJ']",0.1
762,"['ENB', 'CAT']",0.1
763,"['ENB', 'CCI']",0.15
764,"['ENB', 'CHTR']",0.1
765,"['ENB', 'CMCSA']",0.1
766,"['ENB', 'COP']",0.15
767,"['ENB', 'COST']",0.1
768,"['ENB', 'CSCO']",0.1
769,"['ENB', 'CTA-PB']",0.15
770,"['ENB', 'CVX']",0.15
771,"['ENB', 'D']",0.15
772,"['ENB', 'DE']",-0.15
773,"['ENB', 'DEO']",0.1
774,"['ENB', 'DHR']",0.1
775,"['ENB', 'DIS']",-0.15
776,"['ENB', 'DLR']",0.1
777,"['ENB', 'DUK']",0.15
778,"['ENB', 'ECL']",0.1
779,"['ENB', 'EL']",0.15
780,"['EQIX', 'AAPL']",0.3
781,"['EQIX', 'ABBV']",0.1
782,"['EQIX', 'ABT']",0.1
783,"['EQIX', 'ACN']",0.15
784,"['EQIX', 'ADBE']",0.3
785,"['EQIX', 'ADP']",0.15
786,"['EQIX', 'AEP']",0.15
787,"['EQIX', 'AMT']",0.3
788,"['EQIX', 'AMZN']",0.3
789,"['EQIX', 'APD']",0.1
790,"['EQIX', 'ASML']",0.15
791,"['EQIX', 'AVGO']",0.3
792,"['EQIX', 'AWK']",0.1
793,"['EQIX', 'BA']",-0.3
794,"['EQIX', 'BABA']",0.1
795,"['EQIX', 'BAC']",0.1
796,"['EQIX', 'BBL']",-0.15
797,"['EQIX', 'BHP']",0.1
798,"['EQIX', 'BP']",-0.15
799,"['EQIX', 'BRK-A']",0.1
800,"['EQIX', 'C-PJ']",0.1
801,"['EQIX', 'CAT']",0.1
802,"['EQIX', 'CCI']",0.3
803,"['EQIX', 'CHTR']",0.15
804,"['EQIX', 'CMCSA']",0.15
805,"['EQIX', 'COP']",-0.15
806,"['EQIX', 'COST']",0.15
807,"['EQIX', 'CSCO']",0.3
808,"['EQIX', 'CTA-PB']",0.1
809,"['EQIX', 'CVX']",-0.3
810,"['EQIX', 'D']",0.15
811,"['EQIX', 'DE']",0.1
812,"['EQIX', 'DEO']",-0.15
813,"['EQIX', 'DHR']",0.15
814,"['EQIX', 'DIS']",0.1
815,"['EQIX', 'DLR']",0.65
816,"['EQIX', 'DUK']",0.1
817,"['EQIX', 'ECL']",0.1
818,"['EQIX', 'EL']",0.15
819,"['EQIX', 'ENB']",0.1
820,"['EQNR', 'AAPL']",0.1
821,"['EQNR', 'ABBV']",0.1
822,"['EQNR', 'ABT']",0.1
823,"['EQNR', 'ACN']",0.15
824,"['EQNR', 'ADBE']",-0.15
825,"['EQNR', 'ADP']",0.1
826,"['EQNR', 'AEP']",0.15
827,"['EQNR', 'AMT']",0.1
828,"['EQNR', 'AMZN']",0.1
829,"['EQNR', 'APD']",0.1
830,"['EQNR', 'ASML']",0.1
831,"['EQNR', 'AVGO']",0.15
832,"['EQNR', 'AWK']",0.1
833,"['EQNR', 'BA']",0.1
834,"['EQNR', 'BABA']",-0.3
835,"['EQNR', 'BAC']",0.1
836,"['EQNR', 'BBL']",0.15
837,"['EQNR', 'BHP']",0.15
838,"['EQNR', 'BP']",0.45
839,"['EQNR', 'BRK-A']",0.1
840,"['EQNR', 'C-PJ']",0.15
841,"['EQNR', 'CAT']",0.1
842,"['EQNR', 'CCI']",0.15
843,"['EQNR', 'CHTR']",0.1
844,"['EQNR', 'CMCSA']",0.1
845,"['EQNR', 'COP']",0.45
846,"['EQNR', 'COST']",0.1
847,"['EQNR', 'CSCO']",0.1
848,"['EQNR', 'CTA-PB']",0.15
849,"['EQNR', 'CVX']",0.45
850,"['EQNR', 'D']",0.15
851,"['EQNR', 'DE']",0.15
852,"['EQNR', 'DEO']",0.1
853,"['EQNR', 'DHR']",0.1
854,"['EQNR', 'DIS']",-0.15
855,"['EQNR', 'DLR']",-0.15
856,"['EQNR', 'DUK']",0.1
857,"['EQNR', 'ECL']",0.1
858,"['EQNR', 'EL']",0.15
859,"['EQNR', 'ENB']",0.15
860,"['EQNR', 'EQIX']",0.1
861,"['EXC', 'AAPL']",0.1
862,"['EXC', 'ABBV']",0.1
863,"['EXC', 'ABT']",0.1
864,"['EXC', 'ACN']",0.1
865,"['EXC', 'ADBE']",0.1
866,"['EXC', 'ADP']",0.1
867,"['EXC', 'AEP']",0.45
868,"['EXC', 'AMT']",0.1
869,"['EXC', 'AMZN']",0.1
870,"['EXC', 'APD']",0.15
871,"['EXC', 'ASML']",0.1
872,"['EXC', 'AVGO']",0.1
873,"['EXC', 'AWK']",0.15
874,"['EXC', 'BA']",-0.15
875,"['EXC', 'BABA']",-0.15
876,"['EXC', 'BAC']",0.1
877,"['EXC', 'BBL']",-0.15
878,"['EXC', 'BHP']",0.1
879,"['EXC', 'BP']",0.1
880,"['EXC', 'BRK-A']",0.1
881,"['EXC', 'C-PJ']",0.1
882,"['EXC', 'CAT']",0.1
883,"['EXC', 'CCI']",0.1
884,"['EXC', 'CHTR']",0.1
885,"['EXC', 'CMCSA']",0.1
886,"['EXC', 'COP']",0.15
887,"['EXC', 'COST']",0.1
888,"['EXC', 'CSCO']",0.1
889,"['EXC', 'CTA-PB']",0.1
890,"['EXC', 'CVX']",0.15
891,"['EXC', 'D']",0.15
892,"['EXC', 'DE']",0.1
893,"['EXC', 'DEO']",-0.1
894,"['EXC', 'DHR']",0.15
895,"['EXC', 'DIS']",0.1
896,"['EXC', 'DLR']",0.15
897,"['EXC', 'DUK']",0.65
898,"['EXC', 'ECL']",0.15
899,"['EXC', 'EL']",0.15
900,"['EXC', 'ENB']",0.15
901,"['EXC', 'EQIX']",0.1
902,"['EXC', 'EQNR']",0.15
903,"['FB', 'AAPL']",0.45
904,"['FB', 'ABBV']",0.1
905,"['FB', 'ABT']",0.1
906,"['FB', 'ACN']",0.15
907,"['FB', 'ADBE']",0.3
908,"['FB', 'ADP']",0.15
909,"['FB', 'AEP']",-0.15
910,"['FB', 'AMT']",0.1
911,"['FB', 'AMZN']",0.3
912,"['FB', 'APD']",0.1
913,"['FB', 'ASML']",0.15
914,"['FB', 'AVGO']",0.15
915,"['FB', 'AWK']",-0.15
916,"['FB', 'BA']",-0.15
917,"['FB', 'BABA']",0.15
918,"['FB', 'BAC']",0.1
919,"['FB', 'BBL']",-0.15
920,"['FB', 'BHP']",-0.15
921,"['FB', 'BP']",-0.15
922,"['FB', 'BRK-A']",0.1
923,"['FB', 'C-PJ']",-0.15
924,"['FB', 'CAT']",0.1
925,"['FB', 'CCI']",0.1
926,"['FB', 'CHTR']",0.15
927,"['FB', 'CMCSA']",0.3
928,"['FB', 'COP']",-0.15
929,"['FB', 'COST']",0.15
930,"['FB', 'CSCO']",0.15
931,"['FB', 'CTA-PB']",-0.15
932,"['FB', 'CVX']",-0.3
933,"['FB', 'D']",0.15
934,"['FB', 'DE']",0.1
935,"['FB', 'DEO']",-0.1
936,"['FB', 'DHR']",0.15
937,"['FB', 'DIS']",0.15
938,"['FB', 'DLR']",0.1
939,"['FB', 'DUK']",-0.15
940,"['FB', 'ECL']",0.1
941,"['FB', 'EL']",0.1
942,"['FB', 'ENB']",-0.15
943,"['FB', 'EQIX']",0.15
944,"['FB', 'EQNR']",-0.15
945,"['FB', 'EXC']",-0.15
946,"['FCX', 'AAPL']",0.15
947,"['FCX', 'ABBV']",-0.15
948,"['FCX', 'ABT']",-0.15
949,"['FCX', 'ACN']",0.1
950,"['FCX', 'ADBE']",-0.15
951,"['FCX', 'ADP']",0.1
952,"['FCX', 'AEP']",0.1
953,"['FCX', 'AMT']",0.15
954,"['FCX', 'AMZN']",0.1
955,"['FCX', 'APD']",0.15
956,"['FCX', 'ASML']",0.1
957,"['FCX', 'AVGO']",0.1
958,"['FCX', 'AWK']",-0.15
959,"['FCX', 'BA']",0.1
960,"['FCX', 'BABA']",-0.15
961,"['FCX', 'BAC']",0.1
962,"['FCX', 'BBL']",0.15
963,"['FCX', 'BHP']",0.65
964,"['FCX', 'BP']",0.15
965,"['FCX', 'BRK-A']",0.15
966,"['FCX', 'C-PJ']",0.1
967,"['FCX', 'CAT']",0.15
968,"['FCX', 'CCI']",0.1
969,"['FCX', 'CHTR']",0.1
970,"['FCX', 'CMCSA']",0.1
971,"['FCX', 'COP']",0.15
972,"['FCX', 'COST']",0.1
973,"['FCX', 'CSCO']",0.15
974,"['FCX', 'CTA-PB']",-0.15
975,"['FCX', 'CVX']",0.15
976,"['FCX', 'D']",0.15
977,"['FCX', 'DE']",0.15
978,"['FCX', 'DEO']",-0.15
979,"['FCX', 'DHR']",0.15
980,"['FCX', 'DIS']",0.1
981,"['FCX', 'DLR']",0.1
982,"['FCX', 'DUK']",-0.15
983,"['FCX', 'ECL']",0.1
984,"['FCX', 'EL']",-0.15
985,"['FCX', 'ENB']",-0.15
986,"['FCX', 'EQIX']",-0.15
987,"['FCX', 'EQNR']",0.15
988,"['FCX', 'EXC']",0.1
989,"['FCX', 'FB']",0.1
990,"['GE', 'AAPL']",0.15
991,"['GE', 'ABBV']",-0.15
992,"['GE', 'ABT']",0.1
993,"['GE', 'ACN']",0.15
994,"['GE', 'ADBE']",0.1
995,"['GE', 'ADP']",0.1
996,"['GE', 'AEP']",0.1
997,"['GE', 'AMT']",0.1
998,"['GE', 'AMZN']",0.15
999,"['GE', 'APD']",0.15
1000,"['GE', 'ASML']",0.15
1001,"['GE', 'AVGO']",0.1
1002,"['GE', 'AWK']",0.1
1003,"['GE', 'BA']",0.15
1004,"['GE', 'BABA']",-0.15
1005,"['GE', 'BAC']",0.15
1006,"['GE', 'BBL']",-0.15
1007,"['GE', 'BHP']",0.1
1008,"['GE', 'BP']",0.15
1009,"['GE', 'BRK-A']",0.15
1010,"['GE', 'C-PJ']",0.1
1011,"['GE', 'CAT']",0.3
1012,"['GE', 'CCI']",0.1
1013,"['GE', 'CHTR']",0.1
1014,"['GE', 'CMCSA']",0.15
1015,"['GE', 'COP']",0.1
1016,"['GE', 'COST']",0.15
1017,"['GE', 'CSCO']",0.15
1018,"['GE', 'CTA-PB']",-0.15
1019,"['GE', 'CVX']",0.15
1020,"['GE', 'D']",0.15
1021,"['GE', 'DE']",0.3
1022,"['GE', 'DEO']",0.1
1023,"['GE', 'DHR']",0.3
1024,"['GE', 'DIS']",0.1
1025,"['GE', 'DLR']",0.1
1026,"['GE', 'DUK']",0.1
1027,"['GE', 'ECL']",0.1
1028,"['GE', 'EL']",0.15
1029,"['GE', 'ENB']",0.1
1030,"['GE', 'EQIX']",0.1
1031,"['GE', 'EQNR']",0.1
1032,"['GE', 'EXC']",0.1
1033,"['GE', 'FB']",0.1
1034,"['GE', 'FCX']",0.1
1035,"['GOOG', 'AAPL']",0.65
1036,"['GOOG', 'ABBV']",0.1
1037,"['GOOG', 'ABT']",0.1
1038,"['GOOG', 'ACN']",0.15
1039,"['GOOG', 'ADBE']",0.3
1040,"['GOOG', 'ADP']",0.1
1041,"['GOOG', 'AEP']",0.1
1042,"['GOOG', 'AMT']",0.1
1043,"['GOOG', 'AMZN']",0.45
1044,"['GOOG', 'APD']",0.1
1045,"['GOOG', 'ASML']",0.3
1046,"['GOOG', 'AVGO']",0.3
1047,"['GOOG', 'AWK']",-0.15
1048,"['GOOG', 'BA']",0.1
1049,"['GOOG', 'BABA']",0.15
1050,"['GOOG', 'BAC']",0.15
1051,"['GOOG', 'BBL']",-0.15
1052,"['GOOG', 'BHP']",0.1
1053,"['GOOG', 'BP']",-0.15
1054,"['GOOG', 'BRK-A']",0.15
1055,"['GOOG', 'C-PJ']",-0.15
1056,"['GOOG', 'CAT']",0.15
1057,"['GOOG', 'CCI']",0.1
1058,"['GOOG', 'CHTR']",0.15
1059,"['GOOG', 'CMCSA']",0.35
1060,"['GOOG', 'COP']",-0.15
1061,"['GOOG', 'COST']",0.15
1062,"['GOOG', 'CSCO']",0.15
1063,"['GOOG', 'CTA-PB']",-0.15
1064,"['GOOG', 'CVX']",0.1
1065,"['GOOG', 'D']",0.15
1066,"['GOOG', 'DE']",0.1
1067,"['GOOG', 'DEO']",-0.15
1068,"['GOOG', 'DHR']",0.15
1069,"['GOOG', 'DIS']",0.15
1070,"['GOOG', 'DLR']",0.15
1071,"['GOOG', 'DUK']",-0.15
1072,"['GOOG', 'ECL']",0.1
1073,"['GOOG', 'EL']",0.1
1074,"['GOOG', 'ENB']",-0.15
1075,"['GOOG', 'EQIX']",0.15
1076,"['GOOG', 'EQNR']",-0.15
1077,"['GOOG', 'EXC']",-0.15
1078,"['GOOG', 'FB']",0.6
1079,"['GOOG', 'FCX']",0.1
1080,"['GOOG', 'GE']",-0.15
1081,"['HD', 'AAPL']",0.3
1082,"['HD', 'ABBV']",0.1
1083,"['HD', 'ABT']",0.1
1084,"['HD', 'ACN']",0.15
1085,"['HD', 'ADBE']",0.15
1086,"['HD', 'ADP']",0.15
1087,"['HD', 'AEP']",0.15
1088,"['HD', 'AMT']",0.15
1089,"['HD', 'AMZN']",0.3
1090,"['HD', 'APD']",0.15
1091,"['HD', 'ASML']",0.15
1092,"['HD', 'AVGO']",0.15
1093,"['HD', 'AWK']",0.15
1094,"['HD', 'BA']",0.1
1095,"['HD', 'BABA']",-0.15
1096,"['HD', 'BAC']",0.15
1097,"['HD', 'BBL']",0.1
1098,"['HD', 'BHP']",0.1
1099,"['HD', 'BP']",0.1
1100,"['HD', 'BRK-A']",0.3
1101,"['HD', 'C-PJ']",-0.15
1102,"['HD', 'CAT']",0.3
1103,"['HD', 'CCI']",0.15
1104,"['HD', 'CHTR']",0.1
1105,"['HD', 'CMCSA']",0.15
1106,"['HD', 'COP']",-0.15
1107,"['HD', 'COST']",0.45
1108,"['HD', 'CSCO']",0.15
1109,"['HD', 'CTA-PB']",-0.15
1110,"['HD', 'CVX']",0.1
1111,"['HD', 'D']",0.3
1112,"['HD', 'DE']",0.15
1113,"['HD', 'DEO']",0.1
1114,"['HD', 'DHR']",0.15
1115,"['HD', 'DIS']",0.15
1116,"['HD', 'DLR']",0.15
1117,"['HD', 'DUK']",0.1
1118,"['HD', 'ECL']",0.15
1119,"['HD', 'EL']",0.15
1120,"['HD', 'ENB']",-0.15
1121,"['HD', 'EQIX']",0.15
1122,"['HD', 'EQNR']",-0.15
1123,"['HD', 'EXC']",0.1
1124,"['HD', 'FB']",0.15
1125,"['HD', 'FCX']",0.1
1126,"['HD', 'GE']",0.1
1127,"['HD', 'GOOG']",0.15
1128,"['HON', 'AAPL']",0.15
1129,"['HON', 'ABBV']",0.1
1130,"['HON', 'ABT']",0.15
1131,"['HON', 'ACN']",0.3
1132,"['HON', 'ADBE']",0.15
1133,"['HON', 'ADP']",0.15
1134,"['HON', 'AEP']",0.15
1135,"['HON', 'AMT']",0.15
1136,"['HON', 'AMZN']",0.15
1137,"['HON', 'APD']",0.3
1138,"['HON', 'ASML']",0.15
1139,"['HON', 'AVGO']",0.15
1140,"['HON', 'AWK']",0.1
1141,"['HON', 'BA']",0.15
1142,"['HON', 'BABA']",-0.15
1143,"['HON', 'BAC']",0.1
1144,"['HON', 'BBL']",0.1
1145,"['HON', 'BHP']",0.1
1146,"['HON', 'BP']",0.1
1147,"['HON', 'BRK-A']",0.15
1148,"['HON', 'C-PJ']",0.1
1149,"['HON', 'CAT']",0.3
1150,"['HON', 'CCI']",0.15
1151,"['HON', 'CHTR']",0.15
1152,"['HON', 'CMCSA']",0.1
1153,"['HON', 'COP']",0.15
1154,"['HON', 'COST']",0.15
1155,"['HON', 'CSCO']",0.15
1156,"['HON', 'CTA-PB']",-0.15
1157,"['HON', 'CVX']",0.15
1158,"['HON', 'D']",0.15
1159,"['HON', 'DE']",0.15
1160,"['HON', 'DEO']",0.1
1161,"['HON', 'DHR']",0.45
1162,"['HON', 'DIS']",0.1
1163,"['HON', 'DLR']",0.15
1164,"['HON', 'DUK']",0.1
1165,"['HON', 'ECL']",0.3
1166,"['HON', 'EL']",0.15
1167,"['HON', 'ENB']",0.1
1168,"['HON', 'EQIX']",0.15
1169,"['HON', 'EQNR']",0.1
1170,"['HON', 'EXC']",0.15
1171,"['HON', 'FB']",0.1
1172,"['HON', 'FCX']",0.15
1173,"['HON', 'GE']",0.15
1174,"['HON', 'GOOG']",0.15
1175,"['HON', 'HD']",0.3
1176,"['JD', 'AAPL']",0.15
1177,"['JD', 'ABBV']",0.1
1178,"['JD', 'ABT']",0.1
1179,"['JD', 'ACN']",0.15
1180,"['JD', 'ADBE']",0.15
1181,"['JD', 'ADP']",0.1
1182,"['JD', 'AEP']",-0.15
1183,"['JD', 'AMT']",0.1
1184,"['JD', 'AMZN']",0.3
1185,"['JD', 'APD']",0.1
1186,"['JD', 'ASML']",0.15
1187,"['JD', 'AVGO']",0.15
1188,"['JD', 'AWK']",0.1
1189,"['JD', 'BA']",-0.15
1190,"['JD', 'BABA']",0.65
1191,"['JD', 'BAC']",-0.15
1192,"['JD', 'BBL']",-0.15
1193,"['JD', 'BHP']",0.1
1194,"['JD', 'BP']",-0.15
1195,"['JD', 'BRK-A']",0.1
1196,"['JD', 'C-PJ']",0.1
1197,"['JD', 'CAT']",0.1
1198,"['JD', 'CCI']",0.1
1199,"['JD', 'CHTR']",0.1
1200,"['JD', 'CMCSA']",0.15
1201,"['JD', 'COP']",-0.15
1202,"['JD', 'COST']",0.15
1203,"['JD', 'CSCO']",0.1
1204,"['JD', 'CTA-PB']",-0.15
1205,"['JD', 'CVX']",-0.15
1206,"['JD', 'D']",0.15
1207,"['JD', 'DE']",0.1
1208,"['JD', 'DEO']",-0.15
1209,"['JD', 'DHR']",0.1
1210,"['JD', 'DIS']",0.1
1211,"['JD', 'DLR']",0.1
1212,"['JD', 'DUK']",-0.15
1213,"['JD', 'ECL']",0.1
1214,"['JD', 'EL']",0.1
1215,"['JD', 'ENB']",-0.15
1216,"['JD', 'EQIX']",0.15
1217,"['JD', 'EQNR']",-0.15
1218,"['JD', 'EXC']",-0.15
1219,"['JD', 'FB']",0.15
1220,"['JD', 'FCX']",0.1
1221,"['JD', 'GE']",-0.15
1222,"['JD', 'GOOG']",0.15
1223,"['JD', 'HD']",0.15
1224,"['JD', 'HON']",0.1
1225,"['JNJ', 'AAPL']",0.15
1226,"['JNJ', 'ABBV']",0.65
1227,"['JNJ', 'ABT']",0.45
1228,"['JNJ', 'ACN']",0.15
1229,"['JNJ', 'ADBE']",0.1
1230,"['JNJ', 'ADP']",0.15
1231,"['JNJ', 'AEP']",0.15
1232,"['JNJ', 'AMT']",0.1
1233,"['JNJ', 'AMZN']",0.15
1234,"['JNJ', 'APD']",0.15
1235,"['JNJ', 'ASML']",0.15
1236,"['JNJ', 'AVGO']",0.1
1237,"['JNJ', 'AWK']",0.1
1238,"['JNJ', 'BA']",-0.15
1239,"['JNJ', 'BABA']",-0.15
1240,"['JNJ', 'BAC']",0.1
1241,"['JNJ', 'BBL']",0.1
1242,"['JNJ', 'BHP']",0.1
1243,"['JNJ', 'BP']",0.1
1244,"['JNJ', 'BRK-A']",0.15
1245,"['JNJ', 'C-PJ']",0.15
1246,"['JNJ', 'CAT']",0.15
1247,"['JNJ', 'CCI']",0.15
1248,"['JNJ', 'CHTR']",-0.15
1249,"['JNJ', 'CMCSA']",0.1
1250,"['JNJ', 'COP']",0.1
1251,"['JNJ', 'COST']",0.15
1252,"['JNJ', 'CSCO']",0.15
1253,"['JNJ', 'CTA-PB']",0.15
1254,"['JNJ', 'CVX']",0.1
1255,"['JNJ', 'D']",0.15
1256,"['JNJ', 'DE']",0.1
1257,"['JNJ', 'DEO']",0.1
1258,"['JNJ', 'DHR']",0.3
1259,"['JNJ', 'DIS']",0.1
1260,"['JNJ', 'DLR']",0.1
1261,"['JNJ', 'DUK']",0.1
1262,"['JNJ', 'ECL']",0.15
1263,"['JNJ', 'EL']",0.15
1264,"['JNJ', 'ENB']",0.1
1265,"['JNJ', 'EQIX']",0.15
1266,"['JNJ', 'EQNR']",0.1
1267,"['JNJ', 'EXC']",0.15
1268,"['JNJ', 'FB']",0.15
1269,"['JNJ', 'FCX']",0.1
1270,"['JNJ', 'GE']",-0.15
1271,"['JNJ', 'GOOG']",0.15
1272,"['JNJ', 'HD']",0.3
1273,"['JNJ', 'HON']",0.3
1274,"['JNJ', 'JD']",0.15
1275,"['JPM', 'AAPL']",0.15
1276,"['JPM', 'ABBV']",0.15
1277,"['JPM', 'ABT']",0.1
1278,"['JPM', 'ACN']",0.15
1279,"['JPM', 'ADBE']",0.1
1280,"['JPM', 'ADP']",0.15
1281,"['JPM', 'AEP']",0.1
1282,"['JPM', 'AMT']",0.15
1283,"['JPM', 'AMZN']",0.15
1284,"['JPM', 'APD']",0.1
1285,"['JPM', 'ASML']",0.1
1286,"['JPM', 'AVGO']",0.15
1287,"['JPM', 'AWK']",0.1
1288,"['JPM', 'BA']",0.1
1289,"['JPM', 'BABA']",-0.3
1290,"['JPM', 'BAC']",0.85
1291,"['JPM', 'BBL']",0.1
1292,"['JPM', 'BHP']",0.1
1293,"['JPM', 'BP']",0.1
1294,"['JPM', 'BRK-A']",0.3
1295,"['JPM', 'C-PJ']",0.1
1296,"['JPM', 'CAT']",0.15
1297,"['JPM', 'CCI']",0.1
1298,"['JPM', 'CHTR']",0.1
1299,"['JPM', 'CMCSA']",0.1
1300,"['JPM', 'COP']",0.1
1301,"['JPM', 'COST']",0.15
1302,"['JPM', 'CSCO']",0.1
1303,"['JPM', 'CTA-PB']",0.15
1304,"['JPM', 'CVX']",0.15
1305,"['JPM', 'D']",0.15
1306,"['JPM', 'DE']",0.15
1307,"['JPM', 'DEO']",0.1
1308,"['JPM', 'DHR']",0.1
1309,"['JPM', 'DIS']",0.1
1310,"['JPM', 'DLR']",0.1
1311,"['JPM', 'DUK']",0.1
1312,"['JPM', 'ECL']",0.15
1313,"['JPM', 'EL']",0.1
1314,"['JPM', 'ENB']",0.1
1315,"['JPM', 'EQIX']",0.15
1316,"['JPM', 'EQNR']",0.1
1317,"['JPM', 'EXC']",0.1
1318,"['JPM', 'FB']",0.1
1319,"['JPM', 'FCX']",0.15
1320,"['JPM', 'GE']",0.1
1321,"['JPM', 'GOOG']",0.15
1322,"['JPM', 'HD']",0.3
1323,"['JPM', 'HON']",0.15
1324,"['JPM', 'JD']",0.1
1325,"['JPM', 'JNJ']",0.1
1326,"['KO', 'AAPL']",0.15
1327,"['KO', 'ABBV']",0.1
1328,"['KO', 'ABT']",0.1
1329,"['KO', 'ACN']",0.1
1330,"['KO', 'ADBE']",0.1
1331,"['KO', 'ADP']",0.15
1332,"['KO', 'AEP']",0.1
1333,"['KO', 'AMT']",0.1
1334,"['KO', 'AMZN']",0.15
1335,"['KO', 'APD']",0.1
1336,"['KO', 'ASML']",-0.15
1337,"['KO', 'AVGO']",-0.15
1338,"['KO', 'AWK']",0.1
1339,"['KO', 'BA']",-0.15
1340,"['KO', 'BABA']",-0.15
1341,"['KO', 'BAC']",0.1
1342,"['KO', 'BBL']",0.1
1343,"['KO', 'BHP']",0.1
1344,"['KO', 'BP']",0.1
1345,"['KO', 'BRK-A']",0.3
1346,"['KO', 'C-PJ']",-0.15
1347,"['KO', 'CAT']",0.1
1348,"['KO', 'CCI']",0.1
1349,"['KO', 'CHTR']",0.1
1350,"['KO', 'CMCSA']",0.1
1351,"['KO', 'COP']",-0.15
1352,"['KO', 'COST']",0.3
1353,"['KO', 'CSCO']",0.1
1354,"['KO', 'CTA-PB']",0.1
1355,"['KO', 'CVX']",-0.15
1356,"['KO', 'D']",0.15
1357,"['KO', 'DE']",0.1
1358,"['KO', 'DEO']",0.3
1359,"['KO', 'DHR']",0.1
1360,"['KO', 'DIS']",0.1
1361,"['KO', 'DLR']",-0.15
1362,"['KO', 'DUK']",0.1
1363,"['KO', 'ECL']",0.15
1364,"['KO', 'EL']",0.15
1365,"['KO', 'ENB']",0.1
1366,"['KO', 'EQIX']",0.1
1367,"['KO', 'EQNR']",-0.15
1368,"['KO', 'EXC']",0.1
1369,"['KO', 'FB']",0.15
1370,"['KO', 'FCX']",0.1
1371,"['KO', 'GE']",0.1
1372,"['KO', 'GOOG']",0.1
1373,"['KO', 'HD']",0.15
1374,"['KO', 'HON']",0.1
1375,"['KO', 'JD']",0.1
1376,"['KO', 'JNJ']",0.15
1377,"['KO', 'JPM']",0.1
1378,"['LLY', 'AAPL']",0.15
1379,"['LLY', 'ABBV']",0.45
1380,"['LLY', 'ABT']",0.45
1381,"['LLY', 'ACN']",0.15
1382,"['LLY', 'ADBE']",0.15
1383,"['LLY', 'ADP']",0.15
1384,"['LLY', 'AEP']",0.15
1385,"['LLY', 'AMT']",0.1
1386,"['LLY', 'AMZN']",0.15
1387,"['LLY', 'APD']",0.15
1388,"['LLY', 'ASML']",0.15
1389,"['LLY', 'AVGO']",0.15
1390,"['LLY', 'AWK']",0.1
1391,"['LLY', 'BA']",-0.15
1392,"['LLY', 'BABA']",-0.15
1393,"['LLY', 'BAC']",0.15
1394,"['LLY', 'BBL']",-0.15
1395,"['LLY', 'BHP']",0.1
1396,"['LLY', 'BP']",0.1
1397,"['LLY', 'BRK-A']",0.1
1398,"['LLY', 'C-PJ']",0.1
1399,"['LLY', 'CAT']",0.1
1400,"['LLY', 'CCI']",0.1
1401,"['LLY', 'CHTR']",0.1
1402,"['LLY', 'CMCSA']",0.1
1403,"['LLY', 'COP']",0.1
1404,"['LLY', 'COST']",0.15
1405,"['LLY', 'CSCO']",0.1
1406,"['LLY', 'CTA-PB']",0.1
1407,"['LLY', 'CVX']",0.15
1408,"['LLY', 'D']",0.15
1409,"['LLY', 'DE']",0.1
1410,"['LLY', 'DEO']",0.1
1411,"['LLY', 'DHR']",0.3
1412,"['LLY', 'DIS']",0.1
1413,"['LLY', 'DLR']",0.1
1414,"['LLY', 'DUK']",0.1
1415,"['LLY', 'ECL']",0.15
1416,"['LLY', 'EL']",0.15
1417,"['LLY', 'ENB']",-0.15
1418,"['LLY', 'EQIX']",0.15
1419,"['LLY', 'EQNR']",-0.15
1420,"['LLY', 'EXC']",0.1
1421,"['LLY', 'FB']",0.15
1422,"['LLY', 'FCX']",0.1
